,Survived,Pclass,SibSp,Parch,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Age,Fare
595,0,3,0,0,0,0,1,0,1,3.8066624897703196,1.791759469228055
596,0,3,0,0,1,0,0,0,1,3.4965075614664802,1.9459101490553132
597,0,3,0,0,0,0,1,0,1,2.995732273553991,1.9459101490553132
598,0,3,1,0,0,0,1,1,0,3.8501476017100584,2.6390573296152584
599,0,3,0,0,0,0,1,0,1,2.772588722239781,2.1972245773362196
600,0,3,0,2,1,0,0,1,0,2.70805020110221,2.70805020110221
601,1,3,1,0,0,1,0,1,0,2.9444389791664403,2.70805020110221
602,1,3,0,0,0,0,1,1,0,3.091042453358316,1.9459101490553132
603,0,3,0,0,0,1,0,0,1,2.9444389791664403,1.791759469228055
604,1,3,0,0,0,0,1,0,1,3.295836866004329,1.9459101490553132
605,0,3,2,2,0,0,1,1,0,2.1972245773362196,3.5263605246161616
606,0,3,0,0,0,0,1,0,1,4.007333185232471,2.0794415416798357
607,0,3,0,2,0,0,1,0,1,3.6888794541139363,2.6390573296152584
608,0,3,0,0,0,0,1,0,1,3.4011973816621555,1.9459101490553132
609,1,3,0,0,0,1,0,1,0,2.772588722239781,1.9459101490553132
610,1,3,1,0,0,0,1,1,0,3.1780538303479458,2.70805020110221
611,0,3,1,1,0,1,0,0,1,3.6888794541139363,2.70805020110221
612,0,3,0,0,0,0,1,0,1,3.58351893845611,1.9459101490553132
613,1,3,1,0,0,0,1,1,0,2.9444389791664403,1.9459101490553132
614,0,3,0,0,0,0,1,0,1,2.995732273553991,1.9459101490553132
615,0,3,3,1,0,0,1,1,0,2.1972245773362196,3.2188758248682006
616,0,3,0,0,0,0,1,0,1,3.367295829986474,1.9459101490553132
617,1,3,4,2,0,0,1,1,0,1.6094379124341003,3.4339872044851463
618,0,3,0,0,0,0,1,1,0,3.1780538303479458,1.9459101490553132
619,0,3,1,0,1,0,0,1,0,2.772588722239781,2.6390573296152584
620,1,3,1,0,0,1,0,1,0,2.9444389791664403,2.70805020110221
621,0,3,0,0,0,0,1,0,1,3.091042453358316,2.1972245773362196
622,0,3,0,0,0,0,1,0,1,3.091042453358316,1.9459101490553132
623,0,3,0,0,0,0,1,1,0,3.2188758248682006,1.9459101490553132
624,0,3,0,0,0,0,1,0,1,3.4011973816621555,1.9459101490553132
625,0,3,1,1,0,0,1,1,0,3.367295829986474,2.302585092994046
626,0,3,1,0,0,0,1,0,1,3.4011973816621555,2.772588722239781
627,0,3,0,2,0,0,1,1,0,3.713572066704308,2.995732273553991
628,1,3,0,2,1,0,0,1,0,3.367295829986474,2.70805020110221
629,0,3,0,0,0,1,0,0,1,3.4657359027997265,1.9459101490553132
630,0,3,0,0,1,0,0,0,1,3.4011973816621555,1.9459101490553132
631,1,3,0,0,0,0,1,0,1,3.1780538303479458,1.9459101490553132
632,0,3,0,0,0,0,1,0,1,3.258096538021482,1.9459101490553132
633,1,3,0,0,0,0,1,0,1,2.772588722239781,2.0794415416798357
634,0,3,0,0,0,1,0,0,1,3.4657359027997265,1.9459101490553132
635,0,3,0,1,0,0,1,0,1,3.7376696182833684,2.0794415416798357
636,1,3,0,0,0,1,0,1,0,3.091042453358316,1.9459101490553132
637,0,3,0,0,0,0,1,0,1,3.332204510175204,2.1972245773362196
638,0,3,8,2,0,0,1,0,1,2.1972245773362196,4.23410650459726
639,0,3,0,0,0,0,1,0,1,3.5263605246161616,1.791759469228055
640,0,3,0,0,1,0,0,0,1,3.8066624897703196,1.9459101490553132
641,0,3,0,0,0,0,1,0,1,3.9318256327243257,2.0794415416798357
642,1,3,0,0,0,0,1,0,1,2.8903717578961645,2.0794415416798357
643,0,3,1,0,0,0,1,0,1,3.4657359027997265,2.70805020110221
644,1,3,0,0,1,0,0,0,1,3.258096538021482,2.8903717578961645
645,1,3,0,0,0,1,0,1,0,2.772588722239781,1.9459101490553132
646,0,3,0,0,0,0,1,0,1,3.1780538303479458,1.9459101490553132
647,0,3,0,0,0,0,1,0,1,3.091042453358316,1.9459101490553132
648,0,3,1,0,0,1,0,0,1,3.4657359027997265,1.9459101490553132
649,1,3,0,0,0,0,1,1,0,3.295836866004329,1.9459101490553132
650,0,3,0,1,0,0,1,1,0,0.6931471805599453,2.302585092994046
651,0,3,0,0,0,1,0,0,1,3.4657359027997265,1.9459101490553132
652,1,3,1,0,1,0,0,0,1,2.4849066497880004,2.3978952727983707
653,0,3,0,0,0,0,1,0,1,3.4657359027997265,2.0794415416798357
654,0,3,0,0,0,0,1,0,1,3.044522437723423,2.0794415416798357
655,0,3,2,0,0,0,1,1,0,2.8903717578961645,2.8903717578961645
656,1,3,1,0,1,0,0,1,0,2.6390573296152584,2.3978952727983707
657,0,3,1,0,0,0,1,1,0,3.6888794541139363,2.1972245773362196
658,0,3,0,0,1,0,0,0,1,3.332204510175204,1.9459101490553132
659,1,3,0,0,0,1,0,1,0,2.9444389791664403,1.9459101490553132
660,0,3,0,0,0,0,1,0,1,3.4657359027997265,2.0794415416798357
661,1,3,0,0,1,0,0,0,1,3.1780538303479458,1.9459101490553132
662,0,3,1,0,0,1,0,0,1,3.332204510175204,2.70805020110221
663,0,3,2,0,1,0,0,0,1,2.9444389791664403,3.044522437723423
664,0,3,1,0,0,0,1,1,0,2.8903717578961645,2.833213344056216
665,0,3,4,1,0,0,1,0,1,1.9459101490553132,3.6635616461296463
666,0,3,0,0,0,0,1,0,1,3.044522437723423,1.9459101490553132
667,0,3,0,0,1,0,0,0,1,3.332204510175204,1.9459101490553132
668,0,3,5,2,0,0,1,0,1,2.3978952727983707,3.828641396489095
669,0,3,0,0,1,0,0,0,1,3.091042453358316,1.9459101490553132
670,1,3,0,0,0,1,0,1,0,3.091042453358316,1.9459101490553132
671,0,3,3,2,0,0,1,0,1,1.3862943611198906,3.295836866004329
672,1,3,0,0,0,1,0,1,0,3.091042453358316,1.9459101490553132
673,1,3,0,0,0,1,0,1,0,3.044522437723423,1.9459101490553132
674,1,3,0,0,0,0,1,1,0,3.258096538021482,1.9459101490553132
675,0,3,0,0,0,0,1,0,1,3.5553480614894135,2.0794415416798357
676,0,3,0,0,0,1,0,0,1,3.58351893845611,2.0794415416798357
677,0,3,3,1,0,0,1,0,1,0.6931471805599453,3.044522437723423
678,1,3,0,2,0,0,1,1,0,3.295836866004329,2.3978952727983707
679,1,3,1,1,0,0,1,1,0,1.3862943611198906,2.772588722239781
680,0,3,0,0,0,0,1,0,1,2.995732273553991,2.0794415416798357
681,0,3,0,0,0,0,1,0,1,3.295836866004329,1.9459101490553132
682,0,3,1,5,0,0,1,0,1,3.6635616461296463,3.4339872044851463
683,0,3,4,1,0,1,0,0,1,0.6931471805599453,3.367295829986474
684,0,3,1,0,0,0,1,1,0,3.4339872044851463,2.8903717578961645
685,1,3,0,0,1,0,0,1,0,2.70805020110221,1.9459101490553132
686,1,3,0,0,0,1,0,1,0,2.70805020110221,2.0794415416798357
687,0,3,3,1,0,0,1,1,0,2.0794415416798357,3.044522437723423
688,1,3,1,5,0,0,1,1,0,3.6375861597263857,3.4339872044851463
689,0,3,0,0,1,0,0,0,1,3.4011973816621555,1.9459101490553132
690,0,3,0,0,0,0,1,1,0,2.6390573296152584,1.9459101490553132
691,1,3,4,2,0,0,1,0,1,1.0986122886681098,3.4339872044851463
692,1,3,1,1,1,0,0,0,1,2.70805020110221,2.70805020110221
693,1,3,4,2,0,0,1,1,0,2.833213344056216,1.9459101490553132
694,0,3,0,0,0,0,1,1,0,3.332204510175204,1.9459101490553132
695,0,3,0,0,0,0,1,0,1,3.295836866004329,1.9459101490553132
696,0,3,0,0,0,0,1,0,1,3.4965075614664802,2.0794415416798357
697,0,3,2,0,0,0,1,0,1,3.6109179126442243,1.9459101490553132
698,0,3,0,0,0,0,1,0,1,3.332204510175204,1.9459101490553132
699,1,3,0,0,0,0,1,1,0,3.044522437723423,1.9459101490553132
700,1,3,0,0,0,0,1,0,1,3.367295829986474,1.9459101490553132
701,0,3,0,0,0,0,1,0,1,3.4965075614664802,2.0794415416798357
702,0,3,0,0,0,0,1,0,1,3.6375861597263857,1.9459101490553132
703,0,3,1,0,1,0,0,1,0,2.6390573296152584,2.6390573296152584
704,0,3,0,0,0,0,1,0,1,3.091042453358316,2.0794415416798357
705,0,3,1,0,0,0,1,1,0,2.995732273553991,2.1972245773362196
706,0,3,0,0,1,0,0,1,0,2.833213344056216,2.6390573296152584
707,0,3,0,0,0,0,1,0,1,3.044522437723423,1.9459101490553132
708,0,3,0,0,0,1,0,0,1,4.248495242049359,1.9459101490553132
709,0,3,4,2,0,0,1,1,0,0.6931471805599453,3.4339872044851463
710,1,3,1,0,0,1,0,1,0,3.091042453358316,3.1780538303479458
711,0,3,0,0,0,0,1,0,1,2.9444389791664403,2.0794415416798357
712,0,3,0,0,0,0,1,0,1,4.07753744390572,1.9459101490553132
713,0,3,0,0,0,0,1,0,1,2.995732273553991,1.9459101490553132
714,0,3,2,0,0,0,1,0,1,3.258096538021482,2.0794415416798357
715,0,3,5,2,0,0,1,1,0,2.772588722239781,3.828641396489095
716,0,3,1,0,1,0,0,0,1,3.258096538021482,2.6390573296152584
717,1,3,0,0,0,0,1,0,1,3.4657359027997265,4.02535169073515
718,0,3,0,0,0,0,1,0,1,3.2188758248682006,1.9459101490553132
719,0,3,0,0,0,0,1,0,1,3.332204510175204,1.9459101490553132
720,0,3,0,0,0,0,1,0,1,3.4657359027997265,2.0794415416798357
721,0,3,1,2,0,0,1,0,1,3.258096538021482,2.995732273553991
722,1,3,0,0,0,0,1,1,0,3.4011973816621555,2.4849066497880004
723,1,3,0,0,0,0,1,0,1,3.367295829986474,2.1972245773362196
724,1,3,0,0,0,1,0,1,0,3.091042453358316,1.9459101490553132
725,1,3,3,0,0,0,1,1,0,3.4965075614664802,2.70805020110221
726,0,3,1,3,0,0,1,0,1,2.772588722239781,3.5263605246161616
727,0,3,0,0,0,0,1,0,1,3.4657359027997265,2.0794415416798357
728,0,3,0,0,0,0,1,0,1,3.1780538303479458,2.0794415416798357
729,0,3,0,0,0,0,1,0,1,3.367295829986474,2.0794415416798357
730,0,3,0,0,0,0,1,0,1,3.091042453358316,2.1972245773362196
731,1,3,0,0,0,1,0,1,0,3.091042453358316,1.9459101490553132
732,0,3,0,0,0,1,0,1,0,3.091042453358316,1.9459101490553132
733,1,3,1,0,0,0,1,0,1,3.2188758248682006,1.9459101490553132
734,1,3,2,1,1,0,0,1,0,0.0,2.9444389791664403
735,0,3,0,0,0,0,1,0,1,3.4011973816621555,1.9459101490553132
736,0,3,0,0,0,0,1,0,1,3.6375861597263857,2.0794415416798357
737,0,3,0,0,0,0,1,1,0,3.091042453358316,2.1972245773362196
738,0,3,1,0,0,0,1,0,1,3.367295829986474,1.9459101490553132
739,0,3,0,0,0,0,1,0,1,3.091042453358316,1.9459101490553132
740,1,3,0,1,0,0,1,1,0,0.6931471805599453,2.4849066497880004
741,0,3,5,2,0,0,1,0,1,2.1972245773362196,3.828641396489095
742,0,3,0,0,0,0,1,0,1,3.912023005428146,2.0794415416798357
743,1,3,0,0,0,0,1,1,0,4.143134726391533,2.1972245773362196
744,0,3,3,1,0,0,1,1,0,2.1972245773362196,3.2188758248682006
745,0,3,0,0,0,0,1,0,1,3.4011973816621555,2.0794415416798357
746,1,3,1,1,0,0,1,0,1,2.1972245773362196,2.70805020110221
747,0,3,1,0,0,0,1,0,1,3.295836866004329,2.9444389791664403
748,0,3,0,0,0,0,1,0,1,3.044522437723423,1.9459101490553132
749,0,3,0,0,0,1,0,0,1,3.367295829986474,1.9459101490553132
750,0,3,0,0,0,0,1,0,1,3.6375861597263857,1.9459101490553132
751,0,3,0,0,0,0,1,0,1,3.4657359027997265,2.0794415416798357
752,0,3,0,0,0,0,1,0,1,3.5263605246161616,2.0794415416798357
753,0,3,1,1,0,0,1,1,0,3.332204510175204,2.6390573296152584
754,0,3,1,1,0,0,1,0,1,2.8903717578961645,2.995732273553991
755,0,3,0,0,0,0,1,0,1,3.4011973816621555,1.9459101490553132
756,0,3,0,0,0,1,0,0,1,3.58351893845611,1.9459101490553132
757,1,3,0,0,0,0,1,0,1,3.4657359027997265,2.0794415416798357
758,1,3,1,0,0,0,1,1,0,3.367295829986474,2.772588722239781
759,0,3,0,0,0,0,1,0,1,2.833213344056216,1.9459101490553132
760,0,3,0,0,0,0,1,0,1,3.044522437723423,2.0794415416798357
761,0,3,2,2,0,0,1,1,0,3.044522437723423,3.5263605246161616
762,0,3,1,0,0,0,1,0,1,3.2188758248682006,1.9459101490553132
763,1,3,0,0,0,0,1,0,1,3.4339872044851463,2.0794415416798357
764,1,3,2,1,1,0,0,1,0,1.6094379124341003,2.9444389791664403
765,0,3,1,0,0,0,1,0,1,3.295836866004329,2.9444389791664403
766,0,3,0,0,0,0,1,0,1,3.4657359027997265,2.0794415416798357
767,1,3,0,0,1,0,0,0,1,3.367295829986474,1.9459101490553132
768,0,3,0,0,0,1,0,0,1,3.58351893845611,1.9459101490553132
769,0,3,0,0,0,0,1,0,1,2.995732273553991,2.1972245773362196
770,0,3,0,0,1,0,0,0,1,3.295836866004329,2.6390573296152584
771,0,3,0,0,0,0,1,0,1,3.091042453358316,2.70805020110221
772,0,3,0,0,0,0,1,0,1,3.1780538303479458,1.9459101490553132
773,0,3,0,0,0,0,1,0,1,3.091042453358316,2.6390573296152584
774,0,3,4,2,0,0,1,1,0,2.1972245773362196,3.4339872044851463
775,0,3,4,2,0,0,1,1,0,2.3978952727983707,3.4339872044851463
776,0,3,1,1,0,0,1,0,1,3.4965075614664802,2.995732273553991
777,0,3,0,0,0,1,0,0,1,3.58351893845611,1.9459101490553132
778,1,3,0,0,1,0,0,0,1,3.091042453358316,1.9459101490553132
779,1,3,0,0,0,0,1,1,0,3.091042453358316,1.9459101490553132
780,0,3,0,0,0,0,1,1,0,3.4011973816621555,2.0794415416798357
781,1,3,1,0,0,0,1,1,0,3.58351893845611,2.833213344056216
782,0,3,0,0,0,0,1,0,1,3.6888794541139363,1.9459101490553132
783,0,3,0,0,0,0,1,0,1,3.4657359027997265,2.0794415416798357
784,0,3,0,0,0,0,1,1,0,3.1354942159291497,2.0794415416798357
785,0,3,2,0,0,0,1,0,1,3.1780538303479458,3.1780538303479458
786,0,3,0,0,0,0,1,0,1,2.9444389791664403,1.9459101490553132
787,0,3,0,4,0,0,1,1,0,3.367295829986474,3.044522437723423
788,0,3,0,0,1,0,0,0,1,3.1780538303479458,1.9459101490553132
789,0,3,0,0,0,1,0,0,1,3.58351893845611,1.9459101490553132
790,0,3,0,0,0,0,1,0,1,3.367295829986474,1.9459101490553132
791,1,3,0,2,1,0,0,1,0,2.70805020110221,3.091042453358316
792,0,3,0,0,1,0,0,0,1,3.1780538303479458,1.9459101490553132
793,0,3,0,0,0,0,1,0,1,2.833213344056216,2.0794415416798357
794,0,3,0,0,0,1,0,1,0,3.044522437723423,1.9459101490553132
795,0,3,0,0,0,1,0,1,0,3.044522437723423,1.9459101490553132
796,0,3,0,0,0,0,1,1,0,3.6109179126442243,2.1972245773362196
797,0,3,0,0,0,0,1,0,1,3.332204510175204,3.091042453358316
798,1,3,0,0,0,0,1,0,1,3.258096538021482,4.02535169073515
799,1,3,0,0,0,1,0,0,1,3.367295829986474,1.9459101490553132
800,0,3,1,1,1,0,0,0,1,2.833213344056216,1.9459101490553132
801,0,3,0,0,0,0,1,0,1,3.4657359027997265,2.0794415416798357
802,0,3,0,0,0,1,0,0,1,3.6375861597263857,3.1780538303479458
803,0,3,0,0,0,0,1,0,1,3.4657359027997265,1.9459101490553132
804,0,3,0,0,0,0,1,0,1,3.091042453358316,1.9459101490553132
805,0,3,0,0,1,0,0,0,1,3.4657359027997265,1.9459101490553132
806,0,3,0,0,1,0,0,0,1,3.1780538303479458,1.9459101490553132
807,0,3,0,0,0,1,0,0,1,3.6888794541139363,1.9459101490553132
808,0,3,0,0,0,0,1,0,1,3.6635616461296463,1.9459101490553132
809,0,3,0,0,0,0,1,0,1,3.1780538303479458,1.9459101490553132
810,0,3,0,0,0,1,0,0,1,3.044522437723423,1.9459101490553132
811,0,3,0,0,1,0,0,0,1,3.258096538021482,1.9459101490553132
812,0,3,0,2,0,0,1,1,0,2.302585092994046,3.1780538303479458
813,0,3,0,0,0,0,1,0,1,3.332204510175204,1.9459101490553132
814,1,3,0,0,0,0,1,1,0,3.258096538021482,1.9459101490553132
815,0,3,0,0,0,0,1,0,1,3.091042453358316,1.9459101490553132
816,0,3,0,0,0,0,1,0,1,3.295836866004329,1.9459101490553132
817,0,3,8,2,0,0,1,0,1,2.1972245773362196,4.23410650459726
818,0,3,0,0,0,0,1,0,1,4.110873864173311,1.791759469228055
819,1,3,1,1,0,0,1,1,0,3.4339872044851463,2.995732273553991
820,0,3,0,0,0,0,1,0,1,3.4657359027997265,2.0794415416798357
821,1,3,2,0,0,1,0,1,0,3.091042453358316,3.1354942159291497
822,0,3,0,0,0,0,1,0,1,3.295836866004329,1.9459101490553132
823,1,3,0,0,0,0,1,0,1,3.8066624897703196,2.0794415416798357
824,1,3,1,0,0,0,1,1,0,3.367295829986474,2.772588722239781
825,1,3,1,1,0,0,1,0,1,1.0986122886681098,2.70805020110221
826,0,3,0,0,0,0,1,0,1,3.7376696182833684,2.0794415416798357
827,0,3,0,0,0,0,1,0,1,3.1354942159291497,2.1972245773362196
828,0,3,1,1,1,0,0,0,1,2.70805020110221,1.9459101490553132
829,0,3,2,0,0,0,1,0,1,2.772588722239781,2.8903717578961645
830,0,3,1,0,0,0,1,0,1,3.2188758248682006,2.833213344056216
831,0,3,0,0,0,0,1,0,1,2.9444389791664403,0.0
832,1,3,0,0,0,1,0,1,0,3.091042453358316,1.9459101490553132
833,1,3,0,0,0,0,1,0,1,3.2188758248682006,0.0
834,1,3,0,0,0,1,0,1,0,3.091042453358316,1.9459101490553132
835,0,3,0,0,0,0,1,1,0,3.8066624897703196,1.9459101490553132
836,0,3,4,1,0,1,0,0,1,1.9459101490553132,3.367295829986474
837,1,3,1,1,0,0,1,1,0,3.5553480614894135,2.995732273553991
838,0,3,0,0,0,1,0,0,1,4.174387269895637,1.9459101490553132
839,0,3,0,0,0,0,1,0,1,3.332204510175204,1.9459101490553132
840,1,3,2,0,0,1,0,0,1,3.332204510175204,3.1354942159291497
841,0,3,0,0,0,0,1,0,1,2.772588722239781,2.1972245773362196
842,0,3,0,0,1,0,0,0,1,3.4965075614664802,2.0794415416798357
843,1,3,0,0,0,0,1,0,1,3.4011973816621555,2.1972245773362196
844,0,3,0,0,0,0,1,0,1,3.091042453358316,1.9459101490553132
845,1,3,0,0,0,1,0,1,0,3.091042453358316,1.9459101490553132
846,0,3,0,0,0,0,1,1,0,3.1780538303479458,2.0794415416798357
847,0,3,0,0,0,0,1,0,1,3.1780538303479458,1.9459101490553132
848,0,3,0,0,1,0,0,0,1,3.1354942159291497,1.9459101490553132
849,1,3,0,0,0,0,1,0,1,2.9444389791664403,2.0794415416798357
850,0,3,4,1,0,0,1,0,1,2.772588722239781,3.6635616461296463
851,0,3,0,0,1,0,0,0,1,3.4339872044851463,1.9459101490553132
852,1,3,0,0,0,1,0,1,0,2.995732273553991,1.9459101490553132
853,0,3,2,0,0,0,1,0,1,3.332204510175204,1.9459101490553132
854,1,3,0,2,0,0,1,1,0,3.1780538303479458,2.772588722239781
855,0,3,0,0,0,0,1,0,1,3.091042453358316,1.9459101490553132
856,0,3,0,0,0,0,1,1,0,3.4339872044851463,1.9459101490553132
857,1,3,0,0,0,0,1,0,1,3.6635616461296463,1.9459101490553132
858,0,3,0,0,0,0,1,0,1,3.258096538021482,2.0794415416798357
859,0,3,1,0,0,0,1,1,0,3.044522437723423,2.1972245773362196
860,1,3,0,0,0,0,1,0,1,3.044522437723423,1.9459101490553132
861,0,3,1,0,0,0,1,0,1,3.332204510175204,2.70805020110221
862,0,3,0,0,0,0,1,0,1,3.9318256327243257,1.9459101490553132
863,0,3,0,0,0,0,1,0,1,3.044522437723423,1.9459101490553132
864,0,3,3,1,0,0,1,1,0,2.1972245773362196,3.2188758248682006
865,0,3,0,0,0,0,1,0,1,3.295836866004329,1.9459101490553132
866,0,3,0,0,0,1,0,0,1,3.4339872044851463,1.791759469228055
867,1,3,0,0,0,0,1,0,1,3.784189633918261,1.9459101490553132
868,0,3,0,0,0,0,1,1,0,3.1780538303479458,2.0794415416798357
869,0,3,0,0,0,0,1,1,0,2.995732273553991,2.0794415416798357
870,0,3,0,0,0,0,1,0,1,3.332204510175204,2.1972245773362196
871,0,3,0,0,0,1,0,0,1,3.367295829986474,1.9459101490553132
872,0,3,0,0,0,0,1,0,1,3.367295829986474,1.9459101490553132
873,1,3,0,0,0,1,0,1,0,2.995732273553991,1.9459101490553132
874,0,3,1,4,0,0,1,0,1,3.6888794541139363,3.295836866004329
875,0,3,0,1,1,0,0,1,0,3.8066624897703196,2.6390573296152584
876,0,3,0,0,0,0,1,0,1,3.5553480614894135,1.9459101490553132
877,0,3,1,0,0,1,0,0,1,3.4011973816621555,2.70805020110221
878,0,3,0,0,0,0,1,0,1,3.4011973816621555,1.9459101490553132
879,1,3,0,0,1,0,0,1,0,2.772588722239781,1.9459101490553132
880,0,3,5,2,0,0,1,0,1,0.0,3.828641396489095
881,1,3,0,0,0,1,0,1,0,3.091042453358316,1.9459101490553132
882,0,3,0,0,0,0,1,0,1,2.9444389791664403,2.0794415416798357
883,0,3,3,1,0,0,1,1,0,1.0986122886681098,3.044522437723423
884,1,3,0,0,0,0,1,1,0,3.091042453358316,1.9459101490553132
885,0,3,0,0,1,0,0,0,1,2.995732273553991,1.3862943611198906
886,0,3,0,0,0,0,1,0,1,2.9444389791664403,1.9459101490553132
887,1,3,0,2,1,0,0,1,0,0.0,2.70805020110221
888,0,3,0,0,0,0,1,0,1,3.4657359027997265,1.9459101490553132
889,0,3,1,0,0,0,1,0,1,2.8903717578961645,1.791759469228055
890,0,3,0,0,0,1,0,0,1,3.4657359027997265,1.9459101490553132
